istart,jstart,igoal,jgoal,euclid
60,55,63,1,54.08326913195984
44,16,62,25,20.12461179749811
49,55,27,46,23.769728648009426
6,27,46,20,40.607881008493905
23,48,55,55,32.7566787083184
0,51,22,23,35.608987629529715
8,18,3,57,39.319206502675
29,46,0,13,43.93176527297759
56,10,0,57,73.10950690573696
47,42,21,57,30.01666203960727
40,51,6,15,49.51767361255979
20,61,4,21,43.08131845707603
55,7,36,53,49.76946855251722
61,22,6,39,57.56735185849702
47,47,4,29,46.61544808322666
53,12,25,51,48.010415536631214
23,49,4,1,51.62363799656123
30,1,30,43,42.0
42,7,7,6,35.014282800023196
39,13,40,37,24.020824298928627
54,20,10,9,45.35416188179427
8,4,1,31,27.892651361962706
34,62,5,31,42.44997055358225
19,18,6,0,22.20360331117452
47,9,59,37,30.463092423455635
50,44,56,10,34.52535300326414
33,37,0,61,40.80441152620633
15,6,16,57,51.0098029794274
60,1,8,14,53.600373133029585
2,4,31,6,29.068883707497267
23,2,11,34,34.17601498127012
57,36,0,31,57.21887800367987
18,34,28,13,23.259406699226016
2,53,46,0,68.8839603971781
12,32,22,0,33.52610922848042
38,62,62,13,54.56189146281496
60,35,43,46,20.248456731316587
29,41,7,5,42.190046219457976
58,8,14,58,66.60330322138685
43,23,43,44,21.0
16,34,54,7,46.61544808322666
6,13,39,56,54.20332093147061
19,24,27,46,23.40939982143925
23,52,62,58,39.45883931389772
22,24,30,44,21.540659228538015
50,63,8,22,58.69412236331676
2,26,28,45,32.202484376209235
22,31,51,12,34.66987164671943
32,36,41,56,21.93171219946131
10,7,63,40,62.433965115151864
