istart,jstart,igoal,jgoal,euclid
35,4,12,12,24.351591323771842
58,37,10,40,48.093658625644196
20,33,34,51,22.80350850198276
2,52,21,39,23.021728866442675
0,48,53,34,54.817880294662984
40,11,2,56,58.89821729050889
15,52,15,12,40.0
40,29,6,63,48.08326112068523
3,49,56,34,55.08175741568164
22,61,41,53,20.615528128088304
61,0,52,48,48.83646178829912
0,11,49,44,59.07622195096772
49,6,31,36,34.9857113690718
46,62,35,43,21.95449840010015
22,34,45,26,24.351591323771842
6,5,62,28,60.53924347066124
50,51,8,33,45.69463863518345
52,1,1,44,66.70832032063167
34,46,2,40,32.55764119219941
61,6,14,26,51.07837115648854
43,25,8,63,51.66236541235796
5,26,56,56,59.16924876994806
21,31,58,52,42.5440947723653
12,32,16,57,25.317977802344327
49,31,19,51,36.05551275463989
30,0,40,42,43.174066289845804
36,0,16,5,20.615528128088304
1,49,37,6,56.08029957123981
39,9,3,1,36.87817782917155
37,59,9,26,43.278170016764804
19,62,47,35,38.897300677553446
11,36,52,28,41.773197148410844
6,49,44,42,38.63935817272331
46,29,18,38,29.410882339705484
14,49,54,42,40.607881008493905
31,36,3,57,35.0
46,35,21,6,38.28837943815329
12,62,36,57,24.515301344262525
55,10,34,6,21.37755832643195
50,25,3,42,49.9799959983992
2,3,40,42,54.45181356024793
47,16,36,41,27.313000567495326
14,9,2,37,30.463092423455635
10,54,35,50,25.317977802344327
41,49,61,7,46.51881339845203
46,54,50,17,37.21558813185679
47,19,63,33,21.2602916254693
16,2,10,22,20.8806130178211
6,7,39,33,42.01190307520001
48,30,38,6,26.0
