istart,jstart,igoal,jgoal,euclid
39,30,17,50,29.732137494637012
15,13,44,35,36.40054944640259
31,3,42,22,21.95449840010015
24,2,63,47,59.54829972383762
60,47,0,43,60.13318551349163
42,21,35,51,30.805843601498726
38,6,3,53,58.60034129593445
17,21,20,55,34.132096331752024
44,22,31,38,20.615528128088304
22,63,7,19,46.486557196677836
12,20,39,41,34.20526275297414
53,11,28,58,53.23532661682466
53,55,15,51,38.2099463490856
15,60,59,14,63.655321851358195
55,41,32,14,35.4682957019364
51,42,35,63,26.40075756488817
19,44,33,5,41.43669871020132
34,56,51,38,24.758836806279895
56,27,47,1,27.51363298439521
12,1,42,11,31.622776601683793
11,30,40,2,40.311288741492746
59,57,6,29,59.941638282582836
57,53,27,14,49.20365840057018
19,28,54,41,37.33630940518894
47,56,21,28,38.2099463490856
55,18,1,27,54.74486277268398
9,24,33,8,28.844410203711913
38,55,42,21,34.23448553724738
6,36,52,42,46.389654018972806
23,56,15,26,31.04834939252005
4,61,40,29,48.16637831516918
56,4,1,51,72.34638899074369
47,1,8,33,50.44799302251776
25,25,17,3,23.40939982143925
53,25,15,58,50.32891812864648
33,62,0,58,33.24154027718932
53,22,4,48,55.47071299343465
52,36,16,20,39.395431207184416
55,17,21,56,51.73973328110612
41,19,14,61,49.92995093127971
44,61,3,61,41.0
16,58,9,3,55.44366510251645
56,35,9,36,47.01063709417264
45,21,4,3,44.77722635447622
52,53,25,59,27.65863337187866
39,52,6,48,33.24154027718932
24,4,51,6,27.073972741361768
44,26,36,53,28.160255680657446
24,29,63,32,39.11521443121589
15,24,62,25,47.01063709417264
