istart,jstart,igoal,jgoal,euclid
53,39,39,56,22.02271554554524
45,40,16,23,33.61547262794322
10,28,19,48,21.93171219946131
12,24,39,46,34.828149534535996
61,5,25,37,48.16637831516918
62,0,39,23,32.526911934581186
15,6,47,61,63.631753079732135
25,24,63,14,39.293765408777
57,49,63,3,46.389654018972806
37,42,3,11,46.010868281309364
18,62,49,46,34.88552708502482
38,24,56,47,29.206163733020468
22,0,5,27,31.906112267087632
41,1,52,19,21.095023109728988
61,59,2,34,64.07807737440318
27,27,37,61,35.4400902933387
5,43,23,3,43.86342439892262
20,59,3,29,34.48187929913333
5,63,59,62,54.00925846556311
61,12,45,34,27.202941017470888
51,62,13,26,52.3450093132096
29,41,57,52,30.083217912982647
62,50,4,36,59.665735560705194
25,63,29,9,54.147945482723536
34,61,11,59,23.08679276123039
17,55,30,17,40.162171256046406
2,22,7,56,34.36568055487916
2,29,34,38,33.24154027718932
49,35,16,9,42.01190307520001
24,61,35,36,27.313000567495326
49,55,28,6,53.31041174104736
59,22,5,46,59.09314681077663
55,35,8,38,47.095647357266465
46,4,34,49,46.57252408878007
14,29,7,63,34.713109915419565
57,63,57,20,43.0
59,34,2,61,63.071388124885914
20,55,59,40,41.78516483155236
56,29,11,19,46.09772228646444
33,48,14,16,37.21558813185679
63,10,9,17,54.45181356024793
34,34,61,23,29.154759474226502
49,1,23,5,26.30589287593181
14,45,40,35,27.85677655436824
38,26,27,58,33.83784863137726
31,44,27,5,39.20459156782532
17,19,2,39,25.0
51,33,4,24,47.853944456021594
2,1,13,47,47.29693436154187
9,3,44,39,50.20956084253277
