istart,jstart,igoal,jgoal,euclid
56,60,62,1,59.30430001273095
60,1,17,43,60.108235708594876
3,62,22,10,55.362442142665635
3,44,57,39,54.230987451824994
44,4,35,34,31.32091952673165
61,6,42,63,60.08327554319921
43,21,30,5,20.615528128088304
17,57,11,2,55.326304774492215
56,38,2,50,55.31726674375732
36,20,1,24,35.22782990761707
13,14,48,31,38.91015291668744
18,52,53,1,61.85466837676846
0,60,15,2,59.90826320300064
22,20,39,57,40.718546143004666
11,61,10,5,56.00892785976178
31,61,30,0,61.00819617067857
0,10,26,16,26.68332812825267
2,0,20,29,34.132096331752024
34,30,7,19,29.154759474226502
63,10,49,61,52.88667128870941
61,1,32,24,37.013511046643494
50,59,23,41,32.449961479175904
20,54,46,58,26.30589287593181
56,15,35,50,40.8166632639171
47,50,17,45,30.4138126514911
45,2,25,61,62.297672508690084
5,19,18,63,45.880278987817846
9,41,9,16,25.0
32,1,27,37,36.345563690772494
40,41,42,14,27.073972741361768
62,33,3,41,59.53990258641679
8,55,46,56,38.01315561749642
53,54,6,50,47.16990566028302
5,51,6,11,40.01249804748511
9,24,40,47,38.600518131237564
6,61,59,29,61.91122676865643
3,4,26,12,24.351591323771842
12,5,3,26,22.847319317591726
62,58,53,0,58.69412236331676
9,53,41,16,48.91829923454004
6,30,59,11,56.302753041036986
57,20,31,4,30.528675044947494
31,48,62,24,39.20459156782532
11,28,58,40,48.507731342539614
20,49,56,61,37.94733192202055
30,10,29,34,24.020824298928627
48,40,19,32,30.083217912982647
61,15,60,57,42.01190307520001
56,51,54,4,47.042533945356304
28,28,58,22,30.59411708155671
