istart,jstart,igoal,jgoal,euclid
17,0,46,12,31.38470965295043
40,1,4,28,45.0
25,53,6,34,26.870057685088806
38,18,62,19,24.020824298928627
2,11,35,43,45.967379738244816
4,61,22,48,22.20360331117452
6,15,23,4,20.248456731316587
16,27,40,9,30.0
32,31,4,1,41.036569057366385
53,32,8,35,45.09988913511872
48,8,1,62,71.58910531638176
61,14,26,37,41.88078318274385
42,30,34,51,22.47220505424423
51,2,28,10,24.351591323771842
61,32,36,60,37.53664875824692
7,2,47,30,48.82622246293481
15,25,43,9,32.2490309931942
51,55,18,47,33.95585369269929
51,3,14,54,63.00793600809346
12,53,26,34,23.600847442411894
56,61,50,27,34.52535300326414
35,40,1,44,34.23448553724738
56,35,13,61,50.24937810560445
25,38,51,59,33.421549934136806
60,9,37,3,23.769728648009426
16,22,24,48,27.202941017470888
30,57,10,25,37.73592452822641
49,44,6,36,43.73785545725808
16,21,15,58,37.013511046643494
9,25,55,48,51.42956348249516
29,21,46,39,24.758836806279895
29,4,41,22,21.633307652783937
59,25,9,21,50.15974481593781
3,54,43,33,45.17742799230607
36,27,37,62,35.014282800023196
52,61,10,12,64.53681120105021
12,47,50,12,51.66236541235796
29,1,55,22,33.421549934136806
44,32,5,19,41.10960958218893
23,29,2,10,28.319604517012593
54,55,22,40,35.34119409414458
53,52,50,27,25.179356624028344
52,60,9,62,43.04648650006177
57,52,14,54,43.04648650006177
6,29,48,7,47.41307836451879
30,35,2,60,37.53664875824692
37,38,22,4,37.16180835212409
37,15,62,42,36.796738985948195
18,18,63,41,50.53711507397311
45,28,18,10,32.449961479175904
