istart,jstart,igoal,jgoal,euclid
32,58,56,20,44.94441010848846
28,45,0,7,47.20169488482379
4,44,12,20,25.298221281347036
34,56,24,24,33.52610922848042
51,39,10,28,42.44997055358225
5,35,40,48,37.33630940518894
47,58,52,35,23.53720459187964
54,5,52,40,35.05709628591621
33,55,59,16,46.87216658103186
54,61,4,33,57.30619512757761
45,36,0,7,53.53503525729669
4,6,59,28,59.23681287847955
38,2,2,13,37.64306044943742
56,60,40,44,22.627416997969522
44,38,12,11,41.86884283091664
34,53,5,29,37.64306044943742
3,16,57,63,71.58910531638176
1,3,26,33,39.05124837953327
12,63,45,39,40.80441152620633
33,40,7,18,34.058772731852805
43,2,5,57,66.85057965343307
18,11,41,31,30.479501308256342
22,25,47,35,26.92582403567252
8,55,33,35,32.01562118716424
63,44,31,33,33.83784863137726
29,48,21,14,34.92849839314596
52,48,31,17,37.44329045369811
53,8,19,33,42.20189569201838
21,5,22,32,27.018512172212592
24,0,61,48,60.60528029800704
60,22,42,56,38.47076812334269
19,10,49,58,56.60388679233962
17,28,14,56,28.160255680657446
9,30,43,44,36.76955262170047
41,16,5,4,37.94733192202055
41,36,3,53,41.6293165929973
1,51,10,13,39.05124837953327
29,40,10,11,34.66987164671943
61,3,2,6,59.07622195096772
1,7,5,27,20.396078054371138
9,32,48,17,41.78516483155236
18,16,1,42,31.064449134018133
54,15,30,42,36.124783736376884
49,34,0,28,49.36598018878993
38,61,3,51,36.40054944640259
60,59,20,0,71.28113354878694
34,46,6,22,36.87817782917155
9,38,11,8,30.066592756745816
61,42,52,11,32.28002478313795
62,55,55,5,50.48762224545735
