istart,jstart,igoal,jgoal,euclid
8,25,34,18,26.92582403567252
12,15,50,51,52.3450093132096
46,55,54,30,26.248809496813376
63,15,55,45,31.04834939252005
14,54,18,21,33.24154027718932
31,13,16,30,22.67156809750927
20,8,44,0,25.298221281347036
29,42,53,43,24.020824298928627
44,40,61,54,22.02271554554524
30,28,50,22,20.8806130178211
4,60,20,1,61.1310068623117
42,62,56,35,30.4138126514911
58,58,36,40,28.42534080710379
1,12,49,30,51.264022471905186
51,59,3,2,74.51845409024533
61,28,61,51,23.0
2,11,63,2,61.66036003787198
16,42,22,21,21.840329667841555
10,39,59,62,54.12947441089743
14,20,44,42,37.20215047547655
14,1,48,47,57.201398584300364
45,27,42,61,34.132096331752024
4,21,49,18,45.09988913511872
38,28,20,56,33.28663395418648
39,3,7,5,32.0624390837628
13,20,33,60,44.721359549995796
55,52,36,13,43.382023926967726
60,38,22,44,38.47076812334269
52,43,33,60,25.495097567963924
54,20,20,8,36.05551275463989
53,5,17,4,36.013886210738214
62,31,26,34,36.124783736376884
25,2,59,8,34.52535300326414
63,43,22,8,53.907327887774215
43,9,24,18,21.02379604162864
13,30,36,55,33.97057550292606
50,41,4,31,47.07440918375928
22,30,49,49,33.015148038438355
62,56,47,26,33.54101966249684
27,63,35,24,39.81205847478876
5,14,38,19,33.37663853655727
60,24,21,46,44.77722635447622
24,21,61,32,38.600518131237564
3,1,57,7,54.3323108288245
49,8,37,54,47.53945729601885
63,32,6,61,63.953107821277925
12,16,23,62,47.29693436154187
2,38,55,38,53.0
47,58,14,46,35.11409973215888
36,61,36,27,34.0
