istart,jstart,igoal,jgoal,euclid
17,26,51,16,35.4400902933387
31,34,53,45,24.596747752497688
9,10,33,14,24.331050121192877
12,0,52,55,68.00735254367721
62,57,37,59,25.079872407968907
24,47,18,21,26.68332812825267
33,9,31,56,47.042533945356304
43,10,0,33,48.76474136094644
32,63,45,5,59.43904440685432
49,22,25,21,24.020824298928627
22,17,61,47,49.20365840057018
6,59,1,37,22.561028345356956
63,62,17,56,46.389654018972806
21,47,52,20,41.10960958218893
4,42,31,5,45.803929962395145
49,30,28,47,27.018512172212592
21,36,22,0,36.013886210738214
31,57,11,39,26.90724809414742
24,50,35,10,41.48493702538308
27,17,62,57,53.150729063673246
6,13,30,4,25.632011235952593
63,10,44,30,27.586228448267445
20,40,31,61,23.706539182259394
24,25,53,22,29.154759474226502
37,63,2,36,44.204072210600685
18,60,41,25,41.88078318274385
44,38,20,48,26.0
26,35,50,47,26.832815729997478
12,63,44,31,45.254833995939045
28,32,30,5,27.073972741361768
29,44,58,48,29.274562336608895
6,21,62,55,65.5133574166368
32,20,20,41,24.186773244895647
27,42,30,3,39.11521443121589
21,28,43,32,22.360679774997898
41,54,11,13,50.80354318352215
19,3,23,36,33.24154027718932
11,58,58,5,70.83784299369935
52,24,46,50,26.68332812825267
23,2,20,51,49.09175083453431
14,57,56,53,42.190046219457976
62,33,56,62,29.614185789921695
50,1,49,30,29.017236257093817
48,9,55,47,38.63935817272331
63,47,25,2,58.89821729050889
2,9,29,9,27.0
32,59,13,18,45.18849411078001
46,2,42,33,31.25699921617557
5,11,56,16,51.24451190127583
21,16,60,29,41.10960958218893
