istart,jstart,igoal,jgoal,euclid
3,46,42,40,39.45883931389772
17,31,60,14,46.238512086787566
34,52,8,28,35.38361202590826
22,18,54,13,32.38826948140329
61,18,53,59,41.773197148410844
43,37,54,12,27.313000567495326
25,19,29,59,40.19950248448356
25,28,35,0,29.732137494637012
32,7,48,23,22.627416997969522
15,61,20,40,21.587033144922902
7,28,58,33,51.24451190127583
2,25,38,35,37.36308338453881
36,55,14,13,47.41307836451879
36,1,13,2,23.021728866442675
42,29,0,8,46.95742752749558
42,63,37,42,21.587033144922902
44,16,14,30,33.1058907144937
33,40,62,33,29.832867780352597
24,29,40,46,23.345235059857504
21,63,40,18,48.84669896727925
27,17,46,35,26.1725046566048
1,5,45,55,66.60330322138685
54,59,61,36,24.041630560342615
20,21,19,55,34.0147027033899
23,48,2,11,42.5440947723653
1,51,57,30,59.80802621722272
22,39,57,34,35.35533905932738
22,13,36,40,30.4138126514911
59,37,41,13,30.0
18,14,54,42,45.60701700396552
0,53,46,18,57.8013840664737
14,55,25,22,34.785054261852174
38,36,57,23,23.021728866442675
46,41,19,57,31.38470965295043
37,51,19,35,24.08318915758459
52,3,50,61,58.034472514187634
61,54,38,37,28.600699292150182
34,10,30,44,34.23448553724738
41,19,37,52,33.24154027718932
22,34,37,53,24.20743687382041
58,44,19,22,44.77722635447622
63,12,0,6,63.28506932918696
2,9,4,44,35.05709628591621
7,32,6,8,24.020824298928627
43,36,35,58,23.40939982143925
50,0,11,24,45.79301256742124
33,57,43,37,22.360679774997898
34,46,16,59,22.20360331117452
3,1,56,59,78.56844150166147
2,24,41,13,40.52159917870962
