istart,jstart,igoal,jgoal,euclid
40,30,51,54,26.40075756488817
23,15,52,16,29.017236257093817
48,41,1,7,58.008620049092706
29,16,9,58,46.51881339845203
34,7,2,24,36.235341863986875
13,17,61,63,66.48308055437865
47,31,63,57,30.528675044947494
41,7,3,49,56.639209034025185
6,54,41,60,35.510561809129406
10,47,41,44,31.144823004794873
53,46,22,61,34.438350715445125
4,2,60,27,61.326992425847855
42,35,22,50,25.0
30,5,58,61,62.609903369994115
43,45,7,40,36.345563690772494
10,51,41,27,39.20459156782532
14,3,53,41,54.45181356024793
2,27,55,42,55.08175741568164
55,16,38,38,27.80287754891569
30,3,5,21,30.805843601498726
53,59,13,11,62.48199740725323
3,26,9,62,36.49657518178932
3,48,35,37,33.83784863137726
29,60,6,23,43.56604182158393
55,22,13,51,51.03920062069938
62,0,36,23,34.713109915419565
21,15,56,40,43.01162633521314
27,18,8,31,23.021728866442675
16,0,38,33,39.66106403010388
44,62,28,19,45.880278987817846
36,28,7,14,32.202484376209235
32,58,27,0,58.215118311311535
46,27,48,48,21.095023109728988
4,24,28,48,33.94112549695428
11,30,9,51,21.095023109728988
51,62,23,45,32.7566787083184
58,38,56,3,35.05709628591621
28,29,57,31,29.068883707497267
11,55,39,49,28.635642126552707
63,2,19,38,56.85068161420758
53,3,41,33,32.31098884280702
59,8,22,30,43.04648650006177
63,56,53,4,52.952809179494906
62,4,14,38,58.82176467941097
59,15,10,40,55.00909015790027
51,33,28,46,26.419689627245813
37,62,20,24,41.6293165929973
59,2,61,36,34.058772731852805
50,9,14,5,36.22154055254967
48,63,15,37,42.01190307520001
