istart,jstart,igoal,jgoal,euclid
61,53,13,50,48.093658625644196
33,1,41,63,62.51399843235114
14,63,32,6,59.77457653551382
13,50,43,0,58.309518948453004
50,45,12,58,40.162171256046406
58,15,37,37,30.4138126514911
32,21,14,9,21.633307652783937
12,42,4,20,23.40939982143925
43,55,26,28,31.906112267087632
41,13,18,30,28.600699292150182
56,26,14,39,43.965895873961216
25,57,44,25,37.21558813185679
17,26,57,46,44.721359549995796
33,32,3,4,41.036569057366385
38,55,33,26,29.427877939124322
46,62,59,7,56.515484603779164
52,2,16,5,36.124783736376884
50,62,25,47,29.154759474226502
52,56,12,6,64.03124237432849
31,63,57,24,46.87216658103186
33,47,48,31,21.93171219946131
24,47,24,13,34.0
51,43,25,7,44.40720662234904
32,9,11,44,40.8166632639171
36,62,52,48,21.2602916254693
40,2,57,35,37.12142238654117
1,19,51,32,51.66236541235796
18,9,62,18,44.91102314577124
14,19,6,52,33.95585369269929
12,56,62,55,50.00999900019995
51,45,51,1,44.0
54,43,18,4,53.075418038862395
37,0,61,61,65.55150646628954
14,11,53,49,54.45181356024793
41,39,62,50,23.706539182259394
35,56,50,29,30.886890422961002
59,13,22,16,37.12142238654117
42,55,7,39,38.48376280978771
10,14,32,60,50.99019513592785
28,27,23,61,34.36568055487916
29,60,0,11,56.938563381947034
1,40,60,32,59.53990258641679
49,3,55,37,34.52535300326414
5,33,48,3,52.43090691567332
0,44,23,46,23.08679276123039
7,22,53,43,50.566787519082126
49,17,9,62,60.207972893961475
13,6,52,2,39.20459156782532
34,48,23,28,22.825424421026653
55,15,19,8,36.6742416417845
