istart,jstart,igoal,jgoal,euclid
63,34,33,30,30.265491900843113
41,18,41,60,42.0
38,12,43,49,37.33630940518894
52,0,29,49,54.12947441089743
32,42,14,60,25.45584412271571
35,42,8,24,32.449961479175904
5,30,44,17,41.10960958218893
32,63,23,35,29.410882339705484
12,13,43,4,32.28002478313795
18,51,14,7,44.181444068749045
53,48,26,34,30.4138126514911
53,11,22,59,57.14017850864661
13,3,59,51,66.48308055437865
63,23,44,15,20.615528128088304
33,37,4,29,30.083217912982647
25,53,56,19,46.010868281309364
22,42,5,59,24.041630560342615
62,2,28,9,34.713109915419565
39,7,61,43,42.190046219457976
37,58,58,6,56.08029957123981
47,37,37,60,25.079872407968907
51,4,32,58,57.245087125446844
26,3,51,11,26.248809496813376
56,45,42,61,21.2602916254693
19,57,20,15,42.01190307520001
37,27,34,3,24.186773244895647
56,29,41,11,23.430749027719962
0,25,60,58,68.47627326307996
3,28,5,62,34.058772731852805
20,49,38,38,21.095023109728988
54,48,20,53,34.36568055487916
42,10,21,30,29.0
56,35,39,20,22.67156809750927
13,59,44,19,50.60632371551998
1,40,36,48,35.90264614203248
17,25,61,8,47.16990566028302
15,3,34,23,27.586228448267445
9,1,53,20,47.92702786528704
29,60,21,7,53.600373133029585
37,22,47,54,33.52610922848042
37,3,6,50,56.302753041036986
24,16,31,63,47.51841748206689
19,54,12,11,43.56604182158393
58,9,9,4,49.25444142409901
57,35,34,50,27.459060435491963
61,37,7,57,57.584720195551874
27,63,30,37,26.1725046566048
27,57,3,24,40.80441152620633
35,46,18,15,35.35533905932738
48,8,61,24,20.615528128088304
