istart,jstart,igoal,jgoal,euclid
11,61,62,26,61.85466837676846
12,1,23,23,24.596747752497688
28,4,15,55,52.630789467763066
0,8,47,37,55.226805085936306
55,47,10,8,59.54829972383762
31,3,20,25,24.596747752497688
62,24,35,24,27.0
10,28,36,7,33.421549934136806
51,21,6,7,47.12748667179272
13,10,50,25,39.92492955535426
5,27,50,58,54.644304369257
0,30,43,6,49.24428900898052
53,54,16,55,37.013511046643494
27,52,60,33,38.07886552931954
40,42,10,47,30.4138126514911
36,62,61,34,37.53664875824692
32,51,3,24,39.6232255123179
18,3,44,33,39.698866482558415
7,12,49,48,55.31726674375732
18,4,18,60,56.0
61,57,16,5,68.76772498781678
46,45,6,6,55.86591089385369
15,30,37,25,22.561028345356956
5,27,36,5,38.01315561749642
15,23,53,61,53.74011537017761
32,59,55,53,23.769728648009426
63,18,40,7,25.495097567963924
6,46,40,0,57.201398584300364
1,62,33,41,38.27531841800928
48,10,63,63,55.08175741568164
49,28,1,29,48.010415536631214
31,52,15,13,42.15447781671598
60,3,9,0,51.088159097779204
53,23,14,55,50.44799302251776
8,24,2,44,20.8806130178211
48,29,58,62,34.48187929913333
34,32,6,42,29.732137494637012
24,5,45,42,42.5440947723653
33,52,49,10,44.94441010848846
11,49,2,9,41.0
30,16,22,52,36.87817782917155
55,60,29,33,37.48332962798263
0,48,26,41,26.92582403567252
51,2,13,56,66.03029607687671
21,8,53,31,39.408120990476064
5,36,15,12,26.0
59,5,53,46,41.43669871020132
20,45,57,27,41.14608122288197
44,62,45,21,41.012193308819754
15,24,18,51,27.16615541441225
