istart,jstart,igoal,jgoal,euclid
54,38,34,27,22.825424421026653
13,19,56,55,56.08029957123981
38,27,17,16,23.706539182259394
21,11,47,56,51.97114584074513
58,24,22,49,43.829214001622255
54,3,58,38,35.22782990761707
39,15,32,62,47.51841748206689
49,21,36,46,28.178005607210743
19,34,63,58,50.11985634456667
1,54,62,45,61.66036003787198
39,45,34,11,34.36568055487916
1,51,45,58,44.553338819890925
49,4,48,26,22.02271554554524
46,9,52,31,22.80350850198276
31,12,47,35,28.0178514522438
39,27,54,6,25.80697580112788
47,6,58,47,42.44997055358225
56,55,0,54,56.00892785976178
26,46,19,7,39.6232255123179
8,29,52,46,47.16990566028302
16,15,46,57,51.61395160225576
19,19,9,37,20.591260281974
4,42,33,39,29.154759474226502
51,59,14,12,59.81638571495272
58,13,51,61,48.507731342539614
10,8,33,61,57.77542730261716
9,34,11,10,24.08318915758459
60,41,13,5,59.20304046246274
29,23,7,19,22.360679774997898
23,9,31,28,20.615528128088304
30,5,36,48,43.41658669218482
57,27,5,47,55.71355310873648
36,42,51,15,30.886890422961002
19,11,3,63,54.405882034941776
2,58,31,53,29.427877939124322
62,32,3,58,64.47480127925948
34,61,33,18,43.01162633521314
53,50,1,48,52.03844732503075
37,51,54,5,49.040799340956916
50,55,29,3,56.08029957123981
54,58,2,41,54.70831746635972
47,25,21,18,26.92582403567252
10,53,27,10,46.238512086787566
37,9,56,25,24.839484696748443
54,37,5,58,53.31041174104736
63,59,9,42,56.61271941887264
18,59,4,34,28.653097563788805
52,51,62,9,43.174066289845804
10,42,34,9,40.80441152620633
12,34,53,21,43.01162633521314
