istart,jstart,igoal,jgoal,euclid
60,16,21,46,49.20365840057018
22,30,9,7,26.419689627245813
12,32,35,38,23.769728648009426
30,46,2,32,31.304951684997057
3,25,52,35,50.00999900019995
26,20,9,34,22.02271554554524
7,37,56,56,52.55473337388365
40,11,31,59,48.83646178829912
25,27,7,37,20.591260281974
7,4,23,32,32.2490309931942
48,18,61,59,43.01162633521314
34,42,9,54,27.730849247724095
51,43,8,59,45.880278987817846
40,26,12,52,38.2099463490856
44,8,50,35,27.65863337187866
59,18,8,24,51.35172830587107
38,17,53,35,23.430749027719962
26,60,5,46,25.238858928247925
20,8,46,5,26.1725046566048
62,18,56,45,27.65863337187866
42,5,24,35,34.9857113690718
10,22,41,3,36.359317925395686
56,13,1,45,63.631753079732135
25,30,15,3,28.792360097775937
0,11,56,50,68.24221567329127
52,23,50,49,26.076809620810597
17,5,3,29,27.784887978899608
8,29,60,34,52.23983154643591
16,32,36,56,31.240998703626616
0,6,23,52,51.42956348249516
58,0,34,56,60.92618484691127
10,17,28,52,39.35733730830886
12,36,60,15,52.392747589718944
17,52,54,27,44.654227123532216
57,53,4,13,66.40030120413611
56,46,52,15,31.25699921617557
11,38,37,53,30.01666203960727
41,10,59,61,54.08326913195984
17,48,45,27,35.0
3,11,40,50,53.75872022286245
51,23,55,2,21.37755832643195
17,43,16,18,25.019992006393608
16,19,54,20,38.01315561749642
9,57,29,60,20.223748416156685
57,20,11,19,46.010868281309364
20,1,43,55,58.69412236331676
5,55,37,56,32.01562118716424
47,8,9,53,58.89821729050889
28,45,54,4,48.54894437575342
63,63,22,7,69.40461079784254
