istart,jstart,igoal,jgoal,euclid
27,26,60,44,37.589892258425
39,20,44,40,20.615528128088304
39,25,58,33,20.615528128088304
35,4,23,57,54.3415126767741
13,56,36,59,23.194827009486403
59,51,37,13,43.9089968002003
32,62,1,62,31.0
14,61,7,5,56.43580423808985
1,12,32,56,53.823786563191554
38,62,41,16,46.09772228646444
40,60,44,3,57.14017850864661
43,26,0,9,46.238512086787566
33,8,9,5,24.186773244895647
1,63,37,23,53.81449618829484
36,23,63,26,27.16615541441225
61,40,31,31,31.32091952673165
60,47,5,51,55.14526271584895
33,9,58,27,30.805843601498726
30,8,47,37,33.61547262794322
59,7,2,51,72.00694410957877
58,62,14,60,44.04543109109048
42,62,15,61,27.018512172212592
36,33,58,56,31.827660925679098
59,0,9,51,71.42128534267638
7,2,54,37,58.60034129593445
31,39,54,34,23.53720459187964
11,54,14,28,26.1725046566048
17,49,58,53,41.19465984809196
28,30,63,24,35.510561809129406
63,3,30,5,33.06055050963308
51,62,42,18,44.91102314577124
1,10,61,23,61.39218191268331
44,3,33,34,32.89376840679705
34,55,5,45,30.675723300355934
21,15,32,37,24.596747752497688
8,48,37,48,29.0
45,60,11,40,39.44616584663204
20,61,56,62,36.013886210738214
26,6,1,58,57.697486947006624
62,46,37,58,27.730849247724095
45,3,18,14,29.154759474226502
33,36,57,46,26.0
3,57,59,47,56.88585061331157
42,30,22,46,25.612496949731394
14,2,53,38,53.075418038862395
3,9,55,54,68.76772498781678
2,45,10,13,32.984845004941285
52,1,48,43,42.190046219457976
16,40,26,62,24.166091947189145
54,60,43,42,21.095023109728988
