istart,jstart,igoal,jgoal,euclid
21,44,36,62,23.430749027719962
0,59,54,26,63.28506932918696
35,27,41,0,27.65863337187866
59,12,33,39,37.48332962798263
2,15,52,5,50.99019513592785
14,8,44,60,60.03332407921454
55,40,23,43,32.14031735997639
13,52,63,45,50.48762224545735
39,62,0,21,56.586217403180434
32,54,50,6,51.264022471905186
23,32,1,24,23.40939982143925
31,42,48,2,43.46262762420146
10,35,27,18,24.041630560342615
62,19,11,60,65.43699259593154
13,57,34,8,53.31041174104736
59,23,36,35,25.942243542145693
62,27,11,15,52.392747589718944
55,19,57,58,39.05124837953327
37,54,62,60,25.709920264364882
2,21,41,2,43.382023926967726
9,48,51,48,42.0
43,48,2,60,42.720018726587654
24,37,54,15,37.20215047547655
0,15,48,34,51.62363799656123
50,55,29,62,22.135943621178654
22,61,51,40,35.805027579936315
8,63,36,15,55.569775957799216
58,36,26,58,38.8329756778952
11,45,27,8,40.311288741492746
51,40,45,3,37.48332962798263
30,26,57,57,41.10960958218893
9,57,35,50,26.92582403567252
43,57,8,7,61.032778078668514
0,15,24,38,33.24154027718932
50,48,43,16,32.7566787083184
40,3,58,60,59.77457653551382
8,61,56,50,49.24428900898052
21,59,48,32,38.18376618407357
57,50,63,4,46.389654018972806
28,37,42,12,28.653097563788805
55,32,11,21,45.35416188179427
39,46,18,60,25.238858928247925
27,34,61,9,42.20189569201838
51,26,42,2,25.632011235952593
31,62,46,45,22.67156809750927
24,50,27,17,33.13608305156178
19,39,43,16,33.24154027718932
0,40,48,17,53.225933528685054
49,4,46,43,39.11521443121589
40,61,8,39,38.8329756778952
