istart,jstart,igoal,jgoal,euclid
32,39,38,63,24.73863375370596
26,30,60,51,39.96248240537617
35,22,6,57,45.45327270945405
31,46,53,55,23.769728648009426
49,23,24,39,29.68164415931166
62,34,11,52,54.08326913195984
47,3,24,59,60.53924347066124
42,0,24,16,24.08318915758459
22,50,6,11,42.15447781671598
59,23,0,1,62.96824596572466
1,0,25,11,26.40075756488817
39,28,14,20,26.248809496813376
47,21,62,39,23.430749027719962
3,25,3,63,38.0
55,31,59,61,30.265491900843113
55,56,45,34,24.166091947189145
10,62,23,14,49.72926703662542
59,52,3,21,64.00781202322104
14,51,60,24,53.33854141237835
47,5,9,5,38.0
30,10,36,59,49.36598018878993
35,48,12,48,23.0
0,37,27,4,42.638011210655684
56,18,43,61,44.9221548904324
17,3,61,50,64.38167441127949
42,0,13,38,47.80167361086848
61,26,11,53,56.824290580701486
62,46,24,17,47.80167361086848
56,22,1,18,55.14526271584895
23,38,56,55,37.12142238654117
37,20,35,0,20.09975124224178
53,27,35,15,21.633307652783937
16,45,60,45,44.0
0,32,17,58,31.064449134018133
18,28,60,23,42.2965719651132
36,29,53,43,22.02271554554524
37,25,63,30,26.476404589747453
54,59,35,10,52.55473337388365
11,62,52,46,44.01136216933077
25,35,61,53,40.24922359499622
38,47,32,27,20.8806130178211
28,40,34,4,36.49657518178932
32,43,5,7,45.0
41,2,10,9,31.78049716414141
16,5,60,33,52.15361924162119
36,46,12,16,38.41874542459709
22,15,32,57,43.174066289845804
28,56,26,7,49.040799340956916
43,5,29,38,35.84689665786984
49,33,2,46,48.76474136094644
