istart,jstart,igoal,jgoal,euclid
6,1,59,18,55.65968020030299
59,60,38,9,55.154328932550705
12,40,58,6,57.201398584300364
55,17,8,24,47.51841748206689
33,17,10,37,30.479501308256342
24,62,55,43,36.359317925395686
59,55,32,7,55.072679252057455
58,45,4,42,54.08326913195984
27,60,4,42,29.206163733020468
3,48,58,3,71.06335201775947
23,4,57,55,61.29437168288782
63,19,41,49,37.20215047547655
20,25,45,24,25.019992006393608
1,4,23,62,62.03224967708329
1,7,25,54,52.773099207835045
62,24,46,52,32.2490309931942
33,59,1,0,67.11929677819934
19,58,29,22,37.36308338453881
60,58,8,17,66.21933252457322
16,39,61,61,50.08991914547278
10,60,33,55,23.53720459187964
60,13,13,9,47.16990566028302
6,0,13,58,58.42088667591412
12,43,10,5,38.05259518088089
21,38,39,47,20.12461179749811
0,37,59,60,63.324560795950255
42,59,59,47,20.808652046684813
62,23,24,7,41.23105625617661
9,52,56,42,48.05205510693585
17,40,44,41,27.018512172212592
6,60,17,22,39.56008088970496
32,54,52,4,53.85164807134504
14,62,43,45,33.61547262794322
51,24,6,17,45.5411901469428
26,15,1,18,25.179356624028344
47,3,42,30,27.459060435491963
36,60,2,25,48.79549159502341
36,23,14,10,25.553864678361276
29,51,34,11,40.311288741492746
61,46,8,46,53.0
9,9,16,60,51.478150704935004
50,15,58,40,26.248809496813376
7,47,59,38,52.773099207835045
5,11,48,49,57.38466694161429
49,63,3,55,46.69047011971501
4,26,60,5,59.80802621722272
25,4,12,47,44.9221548904324
33,20,15,55,39.35733730830886
29,14,62,50,48.83646178829912
22,52,4,26,31.622776601683793
