istart,jstart,igoal,jgoal,euclid
14,47,38,38,25.632011235952593
32,27,17,48,25.80697580112788
42,31,19,4,35.4682957019364
34,63,0,7,65.5133574166368
59,55,46,5,51.66236541235796
51,28,50,5,23.021728866442675
46,30,26,1,35.22782990761707
50,30,1,6,54.56189146281496
43,43,25,57,22.80350850198276
29,39,13,19,25.612496949731394
11,44,40,14,41.72529209005013
31,13,61,50,47.634021455258214
5,55,43,44,39.56008088970496
52,54,31,33,29.698484809834994
47,30,18,27,29.154759474226502
26,46,34,15,32.01562118716424
41,46,23,0,49.39635614091387
12,63,25,19,45.880278987817846
63,39,47,52,20.615528128088304
50,4,14,1,36.124783736376884
22,39,47,30,26.570660511172846
46,47,24,41,22.80350850198276
59,34,15,15,47.92702786528704
21,38,63,19,46.09772228646444
16,6,15,26,20.024984394500787
20,1,26,55,54.3323108288245
44,30,63,42,22.47220505424423
20,51,49,22,41.012193308819754
20,22,1,38,24.839484696748443
59,43,6,25,55.97320787662612
45,14,20,3,27.313000567495326
0,48,61,14,69.83552104767315
25,2,27,26,24.08318915758459
4,16,41,63,59.81638571495272
34,26,9,1,35.35533905932738
9,10,4,49,39.319206502675
0,24,48,62,61.220911460055866
42,49,17,46,25.179356624028344
16,50,51,18,47.4236228055175
63,23,30,27,33.24154027718932
49,52,9,62,41.23105625617661
39,30,37,61,31.064449134018133
8,44,63,29,57.0087712549569
26,17,18,51,34.92849839314596
38,18,10,19,28.0178514522438
33,6,24,41,36.138621999185304
4,51,33,34,33.61547262794322
35,27,43,56,30.083217912982647
46,62,43,6,56.08029957123981
32,3,34,63,60.03332407921454
