istart,jstart,igoal,jgoal,euclid
5,55,19,29,29.5296461204668
55,62,15,3,71.28113354878694
50,2,52,23,21.095023109728988
9,36,40,57,37.44329045369811
38,4,29,57,53.75872022286245
5,55,30,41,28.653097563788805
55,63,42,20,44.9221548904324
1,56,45,20,56.85068161420758
0,42,54,61,57.245087125446844
25,9,45,11,20.09975124224178
50,17,61,44,29.154759474226502
31,50,63,2,57.688820407423826
42,53,62,31,29.732137494637012
1,21,41,25,40.19950248448356
20,61,41,34,34.20526275297414
0,50,23,3,52.32590180780452
39,39,16,31,24.351591323771842
61,6,55,49,43.41658669218482
2,52,57,9,69.81403870282824
62,22,12,29,50.48762224545735
14,2,45,56,62.26556030423239
60,50,40,9,45.617978911828175
50,12,30,28,25.612496949731394
39,37,61,54,27.80287754891569
25,60,2,41,29.832867780352597
37,10,57,1,21.93171219946131
18,28,55,48,42.05948168962618
41,42,56,17,29.154759474226502
43,32,1,49,45.31004303683677
40,0,27,30,32.69556544854363
42,28,0,42,44.27188724235731
43,25,24,62,41.593268686170845
11,30,41,63,44.598206241955516
32,48,26,18,30.59411708155671
4,16,49,12,45.17742799230607
27,23,55,10,30.870698080866262
32,2,56,38,43.266615305567875
6,62,58,11,72.83543093852057
32,1,14,11,20.591260281974
58,35,54,14,21.37755832643195
45,63,49,4,59.135437767890075
57,42,21,24,40.24922359499622
26,55,44,4,54.08326913195984
39,27,8,3,39.20459156782532
40,32,11,58,38.948684188300895
22,33,7,6,30.886890422961002
33,39,20,14,28.178005607210743
7,2,10,60,58.077534382926416
32,56,7,8,54.120236510939236
60,7,18,58,66.06814663663572
