istart,jstart,igoal,jgoal,euclid
6,44,41,50,35.510561809129406
14,11,48,11,34.0
43,21,8,59,51.66236541235796
53,56,15,8,61.220911460055866
38,23,16,56,39.66106403010388
38,50,39,18,32.01562118716424
58,18,25,41,40.22437072223753
6,32,58,54,56.462376853972415
6,29,59,2,59.481089431852205
44,22,19,55,41.400483088968905
26,41,56,17,38.41874542459709
49,46,62,25,24.698178070456937
19,7,62,12,43.289721643826724
22,62,53,12,58.83026432033091
51,54,0,2,72.83543093852057
43,48,1,50,42.04759208325728
42,15,20,36,30.4138126514911
54,2,15,19,42.5440947723653
62,14,39,54,46.14108798023731
24,36,7,4,36.235341863986875
19,31,26,4,27.892651361962706
16,18,12,38,20.396078054371138
62,5,6,43,67.67569726275453
45,33,26,4,34.66987164671943
44,2,45,59,57.0087712549569
59,38,3,9,63.06346010171025
44,62,52,0,62.51399843235114
24,61,52,12,56.43580423808985
8,21,57,28,49.49747468305833
22,11,49,37,37.48332962798263
26,51,1,9,48.877397639399746
62,39,47,23,21.93171219946131
43,61,6,47,39.56008088970496
62,4,41,4,21.0
2,32,23,22,23.259406699226016
9,45,24,25,25.0
34,60,20,29,34.0147027033899
50,26,19,61,46.75467891024384
9,59,51,40,46.09772228646444
12,10,29,36,31.064449134018133
16,62,54,20,56.639209034025185
42,42,5,10,48.91829923454004
16,53,53,9,57.48912940721924
44,18,4,45,48.25971404805462
4,22,40,43,41.677331968349414
19,37,0,58,28.319604517012593
2,50,27,36,28.653097563788805
57,40,27,18,37.20215047547655
26,53,7,6,50.695167422546305
12,47,20,19,29.120439557122072
