istart,jstart,igoal,jgoal,euclid
45,9,13,63,62.76941930590086
30,31,58,13,33.28663395418648
55,57,29,6,57.245087125446844
52,23,15,20,37.12142238654117
0,38,44,52,46.17358552246078
8,0,32,61,65.55150646628954
52,22,16,12,37.36308338453881
2,52,5,17,35.12833614050059
57,0,8,57,75.16648189186454
15,36,46,3,45.27692569068709
61,32,12,60,56.43580423808985
29,48,54,63,29.154759474226502
47,7,63,22,21.93171219946131
33,14,20,35,24.698178070456937
52,46,13,20,46.87216658103186
43,27,19,45,30.0
61,54,60,0,54.00925846556311
30,23,37,52,29.832867780352597
5,25,45,44,44.28317965096906
39,10,6,3,33.734255586866
55,49,44,24,27.313000567495326
58,50,19,58,39.81205847478876
6,51,47,41,42.20189569201838
53,25,51,58,33.06055050963308
58,34,54,9,25.317977802344327
27,11,6,13,21.095023109728988
29,8,23,41,33.54101966249684
30,33,62,33,32.0
0,48,34,17,46.010868281309364
53,40,18,23,38.91015291668744
42,16,20,45,36.40054944640259
56,26,25,38,33.24154027718932
8,27,1,8,20.248456731316587
3,50,34,26,39.20459156782532
59,47,31,9,47.20169488482379
10,60,6,12,48.16637831516918
44,60,8,41,40.70626487409524
56,51,22,51,34.0
61,21,16,8,46.84015371452148
32,13,43,53,41.48493702538308
50,5,0,18,51.66236541235796
32,62,59,62,27.0
20,31,54,3,44.04543109109048
41,15,6,13,35.05709628591621
51,61,6,1,75.0
42,11,22,37,32.802438933713454
51,60,45,40,20.8806130178211
5,32,1,54,22.360679774997898
58,42,18,29,42.05948168962618
17,5,53,32,45.0
