istart,jstart,igoal,jgoal,euclid
53,42,3,17,55.90169943749474
8,7,53,50,62.24146527838174
12,44,50,39,38.3275357934736
35,9,10,9,25.0
38,57,41,24,33.13608305156178
8,38,47,6,50.44799302251776
44,25,16,63,47.20169488482379
24,48,32,14,34.92849839314596
3,56,46,10,62.96824596572466
27,3,42,26,27.459060435491963
58,57,44,23,36.76955262170047
0,26,12,3,25.942243542145693
33,62,29,25,37.21558813185679
42,35,31,52,20.248456731316587
4,58,16,31,29.546573405388315
15,2,10,29,27.459060435491963
19,16,4,40,28.30194339616981
50,43,6,11,54.405882034941776
54,62,7,35,54.20332093147061
17,10,1,51,44.01136216933077
24,23,17,48,25.96150997149434
16,61,39,27,41.048751503547585
23,58,31,0,58.54912467321779
40,4,18,9,22.561028345356956
18,20,49,17,31.144823004794873
23,27,48,3,34.655446902326915
37,32,62,48,29.68164415931166
11,34,46,24,36.40054944640259
23,50,1,25,33.301651610693426
49,49,4,57,45.70557952810576
35,33,55,13,28.284271247461902
39,60,51,1,60.207972893961475
0,57,37,30,45.803929962395145
13,52,11,22,30.066592756745816
63,2,39,41,45.79301256742124
21,51,47,44,26.92582403567252
6,31,51,2,53.53503525729669
6,28,58,42,53.85164807134504
47,62,41,34,28.635642126552707
6,25,43,31,37.48332962798263
55,42,22,53,34.785054261852174
60,0,45,15,21.213203435596427
26,45,53,31,30.4138126514911
49,22,9,24,40.049968789001575
24,11,56,16,32.38826948140329
25,30,43,4,31.622776601683793
32,3,43,34,32.89376840679705
6,52,31,57,25.495097567963924
6,32,43,12,42.05948168962618
45,12,3,58,62.289646009589745
