istart,jstart,igoal,jgoal,euclid
61,24,19,32,42.7551166528639
43,15,33,59,45.12205669071391
16,17,47,24,31.78049716414141
8,42,9,2,40.01249804748511
50,60,63,12,49.72926703662542
4,37,41,47,38.3275357934736
40,34,0,20,42.37924020083418
21,1,4,34,37.12142238654117
46,41,2,38,44.10215414239989
10,28,61,12,53.45091205957107
57,51,18,21,49.20365840057018
3,63,41,62,38.01315561749642
38,41,41,5,36.124783736376884
40,48,47,16,32.7566787083184
35,61,8,45,31.38470965295043
62,22,3,48,64.47480127925948
19,4,35,18,21.2602916254693
9,11,58,46,60.21627686929839
0,46,47,46,47.0
56,39,54,6,33.06055050963308
38,53,46,21,32.984845004941285
45,57,9,1,66.57326790837296
45,15,34,45,31.953090617340916
57,45,21,11,49.51767361255979
47,4,50,32,28.160255680657446
44,16,7,35,41.593268686170845
58,50,38,41,21.93171219946131
56,28,21,2,43.60045871318328
63,54,6,40,58.69412236331676
54,11,36,42,35.84689665786984
53,3,23,40,47.634021455258214
60,47,52,4,43.73785545725808
2,50,58,23,62.16912416947821
22,8,54,44,48.16637831516918
49,58,17,3,63.631753079732135
19,28,46,60,41.86884283091664
1,61,15,16,47.12748667179272
1,7,20,49,46.09772228646444
14,46,7,11,35.6931365951495
50,10,63,48,40.162171256046406
45,48,40,23,25.495097567963924
52,22,52,44,22.0
35,10,12,29,29.832867780352597
14,2,2,41,40.80441152620633
35,62,38,30,32.14031735997639
44,52,12,59,32.7566787083184
53,13,37,44,34.88552708502482
33,1,50,40,42.5440947723653
61,11,10,26,53.16013544000805
59,45,6,37,53.600373133029585
